data/ratedate,data/currency,data/buyingrate,data/centralrate,data/sellingrate
1/26/2022,US DOLLAR,414.99,415.49,415.99
1/26/2022,POUNDS STERLING,560.7345,561.4101,562.0857
1/26/2022,EURO,467.9842,468.5481,469.1119
1/26/2022,SWISS FRANC,450.8311,451.3743,451.9174
1/26/2022,YEN,3.6339,3.6383,3.6426
1/26/2022,CFA,0.6934,0.7034,0.7134
1/26/2022,WAUA,579.5862,580.2845,580.9828
1/26/2022,YUAN/RENMINBI,65.5884,65.6679,65.7473
1/26/2022,RIYAL,110.6256,110.7589,110.8922
1/26/2022,SOUTH AFRICAN RAND,27.3903,27.4233,27.4563
1/26/2022,DANISH KRONA,62.8839,62.9597,63.0355
1/26/2022,SDR,580.5295,581.229,581.9284
1/25/2022,US DOLLAR,414.82,415.32,415.82
1/25/2022,POUNDS STERLING,557.5181,558.1901,558.8621
1/25/2022,EURO,467.5851,468.1487,468.7123
1/25/2022,SWISS FRANC,450.9403,451.4839,452.0274
1/25/2022,YEN,3.6391,3.6435,3.6479
1/25/2022,CFA,0.6954,0.7054,0.7154
1/25/2022,WAUA,580.1752,580.8745,581.5738
1/25/2022,YUAN/RENMINBI,65.5315,65.6109,65.6904
1/25/2022,RIYAL,110.5803,110.7136,110.8469
1/25/2022,SOUTH AFRICAN RAND,27.0837,27.1164,27.149
1/25/2022,DANISH KRONA,62.7906,62.8663,62.942
1/25/2022,SDR,581.1213,581.8218,582.5222
1/24/2022,US DOLLAR,414.64,415.14,415.64
1/24/2022,POUNDS STERLING,559.3494,560.0239,560.6984
1/24/2022,EURO,468.8749,469.4403,470.0057
1/24/2022,SWISS FRANC,454.3502,454.8981,455.446
1/24/2022,YEN,3.6442,3.6486,3.653
1/24/2022,CFA,0.698,0.708,0.718
1/24/2022,WAUA,580.4804,581.1804,581.8804
1/24/2022,YUAN/RENMINBI,65.5476,65.6271,65.7066
1/24/2022,RIYAL,110.5323,110.6656,110.7989
1/24/2022,SOUTH AFRICAN RAND,27.1631,27.1959,27.2287
1/24/2022,DANISH KRONA,62.9807,63.0567,63.1326
1/24/2022,SDR,581.3253,582.0263,582.7273
1/21/2022,US DOLLAR,414.53,415.03,415.53
1/21/2022,POUNDS STERLING,562.0198,562.6977,563.3756
1/21/2022,EURO,469.7454,470.312,470.8786
1/21/2022,SWISS FRANC,453.8318,454.3792,454.9266
1/21/2022,YEN,3.6401,3.6445,3.6488
1/21/2022,CFA,0.6972,0.7072,0.7172
1/21/2022,WAUA,580.5214,581.2216,581.9218
1/21/2022,YUAN/RENMINBI,65.3752,65.4545,65.5338
1/21/2022,RIYAL,110.4824,110.6157,110.7489
1/21/2022,SOUTH AFRICAN RAND,27.3787,27.4117,27.4448
1/21/2022,DANISH KRONA,63.0972,63.1734,63.2495
1/21/2022,SDR,581.3369,582.0381,582.7393
1/20/2022,US DOLLAR,414.45,414.95,415.45
1/20/2022,POUNDS STERLING,563.8178,564.498,565.1782
1/20/2022,EURO,470.0277,470.5948,471.1618
1/20/2022,SWISS FRANC,452.6046,453.1506,453.6966
1/20/2022,YEN,3.626,3.6304,3.6347
1/20/2022,CFA,0.6974,0.7074,0.7174
1/20/2022,WAUA,580.245,580.945,581.645
1/20/2022,YUAN/RENMINBI,65.3152,65.3944,65.4737
1/20/2022,RIYAL,110.4817,110.615,110.7483
1/20/2022,SOUTH AFRICAN RAND,27.2876,27.3206,27.3535
1/20/2022,DANISH KRONA,63.1408,63.217,63.2932
1/20/2022,SDR,581.1418,581.8429,582.544
1/19/2022,US DOLLAR,414.3,414.8,415.3
1/19/2022,POUNDS STERLING,564.8566,565.5383,566.22
1/19/2022,EURO,469.8576,470.4247,470.9917
1/19/2022,SWISS FRANC,452.0458,452.5914,453.1369
1/19/2022,YEN,3.6187,3.623,3.6274
1/19/2022,CFA,0.6983,0.7083,0.7183
1/19/2022,WAUA,580.3913,581.0918,581.7922
1/19/2022,YUAN/RENMINBI,65.2709,65.3502,65.4294
1/19/2022,RIYAL,110.4358,110.5691,110.7024
1/19/2022,SOUTH AFRICAN RAND,26.9553,26.9878,27.0203
1/19/2022,DANISH KRONA,63.1276,63.2038,63.28
1/19/2022,SDR,581.5115,582.2133,582.9151
1/18/2022,US DOLLAR,414.17,414.67,415.17
1/18/2022,POUNDS STERLING,563.3955,564.0756,564.7558
1/18/2022,EURO,471.6982,472.2677,472.8371
1/18/2022,YEN,3.6115,3.6159,3.6202
1/18/2022,CFA,0.7033,0.7133,0.7233
1/18/2022,WAUA,582.1689,582.8717,583.5745
1/18/2022,YUAN/RENMINBI,65.155,65.2341,65.3132
1/18/2022,RIYAL,110.3865,110.5197,110.653
1/18/2022,DANISH KRONA,63.3617,63.4382,63.5147
1/17/2022,US DOLLAR,414,414.5,415
1/17/2022,POUNDS STERLING,565.6896,566.3728,567.056
1/17/2022,EURO,472.581,473.1518,473.7225
1/17/2022,SWISS FRANC,452.7559,453.3027,453.8495
1/17/2022,YEN,3.616,3.6204,3.6248
1/17/2022,CFA,0.703,0.713,0.723
1/17/2022,WAUA,581.8734,582.5762,583.2789
1/17/2022,YUAN/RENMINBI,65.2072,65.2865,65.3657
1/17/2022,RIYAL,110.3294,110.4626,110.5959
1/17/2022,SOUTH AFRICAN RAND,26.8967,26.9292,26.9617
1/17/2022,DANISH KRONA,63.494,63.5707,63.6474
1/17/2022,SDR,582.8706,583.5746,584.2785
1/14/2022,US DOLLAR,413.89,414.39,414.89
1/14/2022,POUNDS STERLING,568.1054,568.7917,569.478
1/14/2022,EURO,474.0696,474.6423,475.215
1/14/2022,SWISS FRANC,453.9263,454.4747,455.023
1/14/2022,YEN,3.6332,3.6376,3.6419
1/14/2022,CFA,0.704,0.714,0.724
1/14/2022,WAUA,581.6622,582.3649,583.0676
1/14/2022,YUAN/RENMINBI,65.1478,65.227,65.3062
1/14/2022,RIYAL,110.2883,110.4216,110.5548
1/14/2022,SOUTH AFRICAN RAND,27.0024,27.035,27.0676
1/14/2022,DANISH KRONA,63.696,63.7729,63.8499
1/14/2022,SDR,582.5088,583.2125,583.9162
1/13/2022,US DOLLAR,413.79,414.29,414.79
1/13/2022,POUNDS STERLING,567.9268,568.613,569.2993
1/13/2022,EURO,474.0792,474.6521,475.2249
1/13/2022,SWISS FRANC,453.5182,454.0662,454.6142
1/13/2022,YEN,3.6136,3.6179,3.6223
1/13/2022,CFA,0.6978,0.7078,0.7178
1/13/2022,WAUA,579.1246,579.8244,580.5242
1/13/2022,YUAN/RENMINBI,64.9634,65.0423,65.1213
1/13/2022,RIYAL,110.2411,110.3743,110.5075
1/13/2022,SOUTH AFRICAN RAND,26.9002,26.9327,26.9652
1/13/2022,DANISH KRONA,63.1866,63.2629,63.3393
1/13/2022,SDR,580.0922,580.7932,581.4941
1/12/2022,US DOLLAR,413.61,414.11,414.61
1/12/2022,POUNDS STERLING,564.2054,564.8875,565.5695
1/12/2022,EURO,470.1091,470.6774,471.2457
1/12/2022,SWISS FRANC,448.0178,448.5594,449.101
1/12/2022,YEN,3.5845,3.5888,3.5931
1/12/2022,CFA,0.6954,0.7054,0.7154
1/12/2022,WAUA,578.2752,578.9742,579.6733
1/12/2022,YUAN/RENMINBI,64.9351,65.0141,65.093
1/12/2022,RIYAL,110.1873,110.3205,110.4537
1/12/2022,SOUTH AFRICAN RAND,26.6893,26.7216,26.7539
1/12/2022,DANISH KRONA,63.1591,63.2355,63.3118
1/12/2022,SDR,579.2194,579.9196,580.6198
1/11/2022,US DOLLAR,413.44,413.94,414.44
1/11/2022,POUNDS STERLING,561.6582,562.3375,563.0167
1/11/2022,EURO,468.8823,469.4494,470.0164
1/11/2022,SWISS FRANC,446.1422,446.6818,447.2213
1/11/2022,YEN,3.5814,3.5858,3.5901
1/11/2022,CFA,0.6924,0.7024,0.7124
1/11/2022,WAUA,576.9477,577.6455,578.3432
1/11/2022,YUAN/RENMINBI,64.8616,64.9405,65.0194
1/11/2022,RIYAL,110.1361,110.2693,110.4025
1/11/2022,SOUTH AFRICAN RAND,26.5112,26.5433,26.5754
1/11/2022,DANISH KRONA,62.9965,63.0727,63.1489
1/11/2022,SDR,578.7747,579.4746,580.1746
1/10/2022,US DOLLAR,413.26,413.76,414.26
1/10/2022,POUNDS STERLING,560.9591,561.6378,562.3165
1/10/2022,EURO,467.893,468.4591,469.0252
1/10/2022,SWISS FRANC,448.0269,448.569,449.111
1/10/2022,YEN,3.5851,3.5895,3.5938
1/10/2022,CFA,0.6924,0.7024,0.7124
1/10/2022,WAUA,576.9471,577.6452,578.3432
1/10/2022,YUAN/RENMINBI,64.8496,64.9285,65.0075
1/10/2022,RIYAL,110.0882,110.2214,110.3546
1/10/2022,SOUTH AFRICAN RAND,26.4297,26.4617,26.4936
1/10/2022,DANISH KRONA,62.8867,62.9628,63.0389
1/10/2022,SDR,577.8201,578.5192,579.2183
1/7/2022,US DOLLAR,413.14,413.64,414.14
1/7/2022,POUNDS STERLING,559.7634,560.4408,561.1183
1/7/2022,EURO,466.8895,467.4546,468.0196
1/7/2022,SWISS FRANC,447.9454,448.4875,449.0296
1/7/2022,YEN,3.5677,3.572,3.5763
1/7/2022,CFA,0.6932,0.7032,0.7132
1/7/2022,WAUA,576.7905,577.4885,578.1866
1/7/2022,YUAN/RENMINBI,64.7678,64.8466,64.9255
1/7/2022,RIYAL,110.0562,110.1894,110.3226
1/7/2022,SOUTH AFRICAN RAND,26.419,26.451,26.4829
1/7/2022,DANISH KRONA,62.7662,62.8422,62.9182
1/7/2022,SDR,577.735,578.4342,579.1334
1/6/2022,US DOLLAR,412.96,413.46,413.96
1/6/2022,POUNDS STERLING,559.024,559.7008,560.3777
1/6/2022,EURO,466.9339,467.4992,468.0646
1/6/2022,SWISS FRANC,449.4558,450,450.5442
1/6/2022,YEN,3.5652,3.5695,3.5739
1/6/2022,CFA,0.6907,0.7007,0.7107
1/6/2022,WAUA,575.5174,576.2142,576.911
1/6/2022,YUAN/RENMINBI,64.7375,64.8164,64.8952
1/6/2022,RIYAL,110.0171,110.1503,110.2835
1/6/2022,SOUTH AFRICAN RAND,26.2052,26.2369,26.2687
1/6/2022,DANISH KRONA,62.7532,62.8292,62.9052
1/6/2022,SDR,577.7723,578.4719,579.1714
1/5/2022,US DOLLAR,412.79,413.29,413.79
1/5/2022,POUNDS STERLING,559.0828,559.76,560.4372
1/5/2022,EURO,467.1957,467.7616,468.3275
1/5/2022,SWISS FRANC,450.7917,451.3378,451.8838
1/5/2022,YEN,3.5678,3.5721,3.5764
1/5/2022,CFA,0.6907,0.7007,0.7107
1/5/2022,WAUA,575.5168,576.2139,576.911
1/5/2022,YUAN/RENMINBI,64.8166,64.8955,64.9745
1/5/2022,RIYAL,109.8927,110.0258,110.1589
1/5/2022,SOUTH AFRICAN RAND,26.0187,26.0503,26.0818
1/5/2022,DANISH KRONA,62.7903,62.8664,62.9425
1/5/2022,SDR,576.5025,577.2008,577.8991
1/4/2022,US DOLLAR,412.67,413.17,413.67
1/4/2022,POUNDS STERLING,556.6506,557.325,557.9995
1/4/2022,EURO,465.6981,466.2623,466.8266
1/4/2022,SWISS FRANC,449.3358,449.8802,450.4247
1/4/2022,YEN,3.552,3.5563,3.5606
1/4/2022,CFA,0.6907,0.7007,0.7107
1/4/2022,WAUA,575.5164,576.2137,576.911
1/4/2022,YUAN/RENMINBI,64.7316,64.8105,64.8894
1/4/2022,RIYAL,109.8695,110.0027,110.1358
1/4/2022,SOUTH AFRICAN RAND,25.7516,25.7828,25.814
1/4/2022,DANISH KRONA,62.594,62.6699,62.7457
1/4/2022,SDR,578.1507,578.8512,579.5517
12/31/2021,US DOLLAR,412.49,412.99,413.49
12/31/2021,POUNDS STERLING,555.7478,556.4214,557.0951
12/31/2021,EURO,446.9387,467.5047,468.0707
12/31/2021,SWISS FRANC,451.5984,452.1458,452.6932
12/31/2021,YEN,3.5828,3.5872,3.5915
12/31/2021,CFA,0.6907,0.7007,0.7107
12/31/2021,WAUA,575.5158,576.2134,576.911
12/31/2021,YUAN/RENMINBI,64.9602,65.0394,65.1186
12/31/2021,RIYAL,109.8509,109.984,110.1172
12/31/2021,SOUTH AFRICAN RAND,25.8449,25.8762,25.9076
12/31/2021,DANISH KRONA,62.7753,62.8514,62.9275
12/31/2021,SDR,577.321,578.0208,578.7206
12/30/2021,US DOLLAR,411.7,412.2,412.7
12/30/2021,POUNDS STERLING,555.6303,556.3051,556.9799
12/30/2021,EURO,466.4149,466.9814,467.5478
12/30/2021,SWISS FRANC,449.847,450.3934,450.9397
12/30/2021,YEN,3.5763,3.5806,3.585
12/30/2021,CFA,0.6894,0.6994,0.7094
12/30/2021,WAUA,574.4659,575.1636,575.8613
12/30/2021,YUAN/RENMINBI,64.5532,64.632,64.7109
12/30/2021,RIYAL,109.6405,109.7736,109.9068
12/30/2021,SOUTH AFRICAN RAND,25.8231,25.8544,25.8858
12/30/2021,DANISH KRONA,62.7037,62.7799,62.856
12/30/2021,SDR,576.2153,576.9151,577.6149
12/29/2021,US DOLLAR,411,411.5,412
12/29/2021,POUNDS STERLING,552.3429,553.0149,553.6868
12/29/2021,EURO,464.5122,465.0773,465.6424
12/29/2021,SWISS FRANC,447.42,447.9643,448.5086
12/29/2021,YEN,3.578,3.5823,3.5867
12/29/2021,CFA,0.6894,0.6994,0.7094
12/29/2021,WAUA,574.4636,575.1624,575.8613
12/29/2021,YUAN/RENMINBI,64.495,64.5739,64.6528
12/29/2021,RIYAL,109.4599,109.5931,109.7262
12/29/2021,SOUTH AFRICAN RAND,25.9496,25.9812,26.0127
12/29/2021,DANISH KRONA,62.462,62.538,62.614
12/29/2021,SDR,575.2356,575.9354,576.6352
12/24/2021,US DOLLAR,410.95,411.45,411.95
12/24/2021,POUNDS STERLING,551.4127,552.0836,552.7545
12/24/2021,EURO,465.6885,466.2551,466.8217
12/24/2021,SWISS FRANC,447.7067,448.2514,448.7962
12/24/2021,YEN,3.5925,3.5969,3.6013
12/24/2021,CFA,0.6893,0.6993,0.7093
12/24/2021,WAUA,574.3936,575.0924,575.7913
12/24/2021,YUAN/RENMINBI,64.5327,64.6117,54.6906
12/24/2021,RIYAL,109.4233,109.5564,109.6895
12/24/2021,DANISH KRONA,62.6076,62.6838,62.7599
12/24/2021,SDR,575.1656,575.8654,576.5652
12/23/2021,US DOLLAR,410.9,411.4,411.9
12/23/2021,POUNDS STERLING,552.0031,552.6748,553.3465
12/23/2021,EURO,465.0155,465.5814,446.1472
12/23/2021,SWISS FRANC,446.1455,446.6884,447.2313
12/23/2021,YEN,3.5934,3.5977,3.6021
12/23/2021,CFA,0.6888,0.6988,0.7088
12/23/2021,WAUA,573.6252,574.3232,575.0212
12/23/2021,YUAN/RENMINBI,64.4965,64.5754,64.6544
12/23/2021,RIYAL,109.4158,109.5489,109.6821
12/23/2021,SOUTH AFRICAN RAND,26.1472,26.179,26.2108
12/23/2021,DANISH KRONA,62.5219,62.598,62.674
12/23/2021,SDR,574.3149,575.0138,575.7126
12/22/2021,US DOLLAR,410.93,411.43,411.93
12/22/2021,POUNDS STERLING,547.1944,547.8602,548.526
12/22/2021,EURO,464.4742,465.0393,465.6045
12/22/2021,SWISS FRANC,445.2113,445.753,446.2947
12/22/2021,YEN,3.5968,3.6011,3.6055
12/22/2021,CFA,0.6884,0.6984,0.7084
12/22/2021,WAUA,573.2747,573.9723,574.6698
12/22/2021,YUAN/RENMINBI,64.4982,64.5771,64.656
12/22/2021,RIYAL,109.4412,109.5744,109.7076
12/22/2021,SOUTH AFRICAN RAND,25.8583,25.8898,25.9212
12/22/2021,DANISH KRONA,62.4485,62.5245,62.6005
12/22/2021,SDR,573.987,574.6854,575.3838
12/21/2021,US DOLLAR,410.92,411.42,411.92
12/21/2021,POUNDS STERLING,544.469,545.1315,545.794
12/21/2021,EURO,463.8876,464.452,465.0165
12/21/2021,SWISS FRANC,445.4417,445.9837,446.5257
12/21/2021,YEN,3.6141,3.6185,3.6229
12/21/2021,CFA,0.687,0.697,0.707
12/21/2021,WAUA,572.8478,573.5449,574.2419
12/21/2021,YUAN/RENMINBI,64.4855,64.5644,64.6433
12/21/2021,RIYAL,109.4386,109.5717,109.7049
12/21/2021,SOUTH AFRICAN RAND,25.9454,25.9769,26.0085
12/21/2021,DANISH KRONA,62.3683,62.4442,62.5201
12/21/2021,SDR,573.5621,574.26,574.9579
12/20/2021,US DOLLAR,410.91,411.41,411.91
12/20/2021,POUNDS STERLING,542.7299,543.3903,544.0507
12/20/2021,EURO,463.1367,463.7002,464.2638
12/20/2021,SWISS FRANC,444.7559,445.2971,445.8383
12/20/2021,YEN,3.6149,3.6193,3.6237
12/20/2021,CFA,0.6901,0.7001,0.7101
12/20/2021,WAUA,572.9797,573.6769,574.3741
12/20/2021,YUAN/RENMINBI,64.4404,64.5193,64.5981
12/20/2021,RIYAL,109.4563,109.5895,109.7227
12/20/2021,SOUTH AFRICAN RAND,25.911,25.9426,25.9741
12/20/2021,DANISH KRONA,62.2676,62.3433,62.4191
12/20/2021,SDR,574.6576,575.3569,576.0561
12/17/2021,US DOLLAR,409.91,410.91,411.91
12/17/2021,POUNDS STERLING,544.6884,546.0172,547.346
12/17/2021,EURO,463.9771,465.109,466.2409
12/17/2021,SWISS FRANC,445.6512,446.7384,447.8256
12/17/2021,YEN,3.6115,3.6204,3.6292
12/17/2021,CFA,0.6901,0.7001,0.7101
12/17/2021,WAUA,571.5853,572.9797,574.3741
12/17/2021,YUAN/RENMINBI,64.2624,64.4196,64.5769
12/17/2021,RIYAL,109.222,109.4884,109.7549
12/17/2021,SOUTH AFRICAN RAND,25.8371,25.9001,25.9631
12/17/2021,DANISH KRONA,62.376,62.5282,62.6803
12/17/2021,SDR,572.9722,574.37,575.7678
12/16/2021,US DOLLAR,409.91,410.91,411.91
12/16/2021,POUNDS STERLING,548.0087,549.3456,550.6825
12/16/2021,EURO,464.8379,465.9719,467.1059
12/16/2021,SWISS FRANC,444.0581,445.1414,446.2247
12/16/2021,YEN,3.5903,3.5991,3.6079
12/16/2021,CFA,0.6881,0.6981,0.7081
12/16/2021,WAUA,571.6905,573.0851,574.4798
12/16/2021,YUAN/RENMINBI,64.3643,64.5218,64.6793
12/16/2021,RIYAL,109.2278,109.4942,109.7607
12/16/2021,SOUTH AFRICAN RAND,25.6857,25.7483,25.811
12/16/2021,DANISH KRONA,62.5006,62.653,62.8055
12/16/2021,SDR,572.4393,573.8358,575.2323
12/15/2021,US DOLLAR,409.83,410.83,411.83
12/15/2021,POUNDS STERLING,543.3936,544.7195,546.0454
12/15/2021,EURO,462.0833,463.2108,464.3383
12/15/2021,SWISS FRANC,443.2511,444.3327,445.4142
12/15/2021,YEN,3.6013,3.6101,3.6189
12/15/2021,WAUA,571.6899,573.0849,574.4798
12/15/2021,YUAN/RENMINBI,64.3821,64.5396,64.6972
12/15/2021,RIYAL,109.2385,109.505,109.7716
12/15/2021,SOUTH AFRICAN RAND,25.3463,25.4082,25.47
12/15/2021,DANISH KRONA,62.135,62.2866,62.4382
12/15/2021,SDR,573.1882,574.5868,575.9854
12/14/2021,US DOLLAR,409.73,410.73,411.73
12/14/2021,POUNDS STERLING,543.302,544.628,545.954
12/14/2021,EURO,462.2574,463.3856,464.5138
12/14/2021,SWISS FRANC,443.1909,444.2726,445.3542
12/14/2021,YEN,3.6055,3.6143,3.6231
12/14/2021,CFA,0.6859,0.6959,0.7059
12/14/2021,WAUA,570.6011,571.9938,573.3864
12/14/2021,YUAN/RENMINBI,64.3674,64.525,64.6825
12/14/2021,RIYAL,109.2176,109.4842,109.7508
12/14/2021,SOUTH AFRICAN RAND,25.7621,25.8249,25.8878
12/14/2021,DANISH KRONA,62.1462,62.2979,62.4496
12/14/2021,SDR,571.9421,573.338,574.7339
12/13/2021,US DOLLAR,409.72,410.72,411.72
12/13/2021,POUNDS STERLING,543.2887,544.6147,545.9407
12/13/2021,EURO,462.2461,463.3743,464.5025
12/13/2021,SWISS FRANC,443.1801,444.2618,445.3434
12/13/2021,YEN,3.6054,3.6142,3.623
12/13/2021,CFA,0.6859,0.6959,0.7059
12/13/2021,WAUA,570.6011,571.9937,573.3864
12/13/2021,YUAN/RENMINBI,64.3658,64.5234,64.6809
12/13/2021,RIYAL,109.215,109.4815,109.7481
12/13/2021,SOUTH AFRICAN RAND,25.7614,25.8243,25.8872
12/13/2021,DANISH KRONA,62.1447,62.2964,62.4481
12/13/2021,SDR,571.9281,573.324,574.7199
12/10/2021,US DOLLAR,409.76,410.76,411.76
12/10/2021,POUNDS STERLING,540.9242,542.2443,543.5644
12/10/2021,EURO,461.8405,462.9676,464.0947
12/10/2021,SWISS FRANC,443.1275,444.2089,445.2904
12/10/2021,YEN,3.6017,3.6104,3.6192
12/10/2021,YUAN/RENMINBI,64.3256,64.4831,64.6405
12/10/2021,RIYAL,109.2256,109.4922,109.7588
12/10/2021,SOUTH AFRICAN RAND,25.6105,25.673,25.7355
12/10/2021,DANISH KRONA,62.099,62.2505,62.4021
12/10/2021,SDR,572.7625,574.1603,575.5581
12/9/2021,US DOLLAR,409.75,410.75,411.75
12/9/2021,POUNDS STERLING,540.4193,541.7382,543.0571
12/9/2021,EURO,461.8292,462.9563,464.0834
12/9/2021,SWISS FRANC,442.9251,444.0061,445.087
12/9/2021,YEN,3.5987,3.6075,3.6163
12/9/2021,CFA,0.6848,0.6948,0.7048
12/9/2021,WAUA,570.7018,572.0946,573.4874
12/9/2021,YUAN/RENMINBI,64.5277,64.6856,64.8435
12/9/2021,RIYAL,109.223,109.4895,109.7561
12/9/2021,SOUTH AFRICAN RAND,25.9175,25.9807,26.044
12/9/2021,DANISH KRONA,62.0946,62.2462,62.3977
12/9/2021,SDR,572.093,573.4892,574.8854
12/8/2021,US DOLLAR,409.74,410.74,411.74
12/8/2021,POUNDS STERLING,540.4061,541.725,543.0439
12/8/2021,EURO,461.818,462.9451,464.0722
12/8/2021,SWISS FRANC,442.9143,443.9952,445.0762
12/8/2021,YEN,3.5986,3.6074,3.6162
12/8/2021,CFA,0.6848,0.6948,0.7048
12/8/2021,WAUA,570.7017,572.0946,573.4874
12/8/2021,YUAN/RENMINBI,64.5261,64.684,64.842
12/8/2021,RIYAL,109.2203,109.4869,109.7534
12/8/2021,SOUTH AFRICAN RAND,25.9168,25.9801,26.0433
12/8/2021,DANISH KRONA,62.0931,62.2447,62.3962
12/8/2021,SDR,572.079,573.4752,574.8714
12/7/2021,US DOLLAR,409.74,410.74,411.74
12/7/2021,POUNDS STERLING,543.0694,544.3948,545.7202
12/7/2021,EURO,461.2853,462.4111,463.5369
12/7/2021,SWISS FRANC,442.8664,443.9473,445.0281
12/7/2021,YEN,3.6094,3.6182,3.627
12/7/2021,CFA,0.6868,0.6968,0.7068
12/7/2021,WAUA,571.4211,572.8157,574.2103
